Ligand,Binding Affinity,rmsd/ub, rmsd/lb
5uwi_cleaned_985_uff_E=57.46,-3.0,0.0,0.0
5uwi_cleaned_938_uff_E=58.73,-2.9,0.0,0.0
5uwi_cleaned_892_uff_E=156.51,-3.0,0.0,0.0
5uwi_cleaned_289_uff_E=55.42,-3.0,0.0,0.0
5uwi_cleaned_1054_uff_E=125.61,-3.3,0.0,0.0
5uwi_cleaned_1057_uff_E=62.72,-3.1,0.0,0.0
5uwi_cleaned_3764_uff_E=337.15,-4.3,0.0,0.0
5uwi_cleaned_4276_uff_E=330.81,-3.4,0.0,0.0
5uwi_cleaned_5997_uff_E=549.32,-4.5,0.0,0.0
5uwi_cleaned_6613_uff_E=133.81,-3.0,0.0,0.0
5uwi_cleaned_6989_uff_E=95.97,-3.5,0.0,0.0
5uwi_cleaned_7463_uff_E=91.91,-3.8,0.0,0.0
5uwi_cleaned_8174_uff_E=44.04,-2.9,0.0,0.0
5uwi_cleaned_8175_uff_E=34.10,-2.5,0.0,0.0
5uwi_cleaned_10248_uff_E=228.13,-3.2,0.0,0.0
5uwi_cleaned_10364_uff_E=78.47,-3.7,0.0,0.0
5uwi_cleaned_17697_uff_E=50.62,-2.6,0.0,0.0
5uwi_cleaned_439246_uff_E=195.81,-4.3,0.0,0.0
5uwi_cleaned_79036_uff_E=108.75,-3.5,0.0,0.0
5uwi_cleaned_92759_uff_E=201.39,-4.0,0.0,0.0
5uwi_cleaned_99474_uff_E=741.60,-5.8,0.0,0.0
5uwi_cleaned_114776_uff_E=472.96,-4.9,0.0,0.0
5uwi_cleaned_114829_uff_E=185.86,-4.3,0.0,0.0
5uwi_cleaned_162350_uff_E=453.84,-4.8,0.0,0.0
5uwi_cleaned_171548_uff_E=328.21,-3.6,0.0,0.0
5uwi_cleaned_441005_uff_E=241.83,-4.5,0.0,0.0
5uwi_cleaned_441900_uff_E=753.48,-5.2,0.0,0.0
5uwi_cleaned_442343_uff_E=218.81,-3.6,0.0,0.0
5uwi_cleaned_442428_uff_E=615.92,-5.0,0.0,0.0
5uwi_cleaned_444170_uff_E=1467.29,-4.2,0.0,0.0
5uwi_cleaned_493570_uff_E=317.94,-4.5,0.0,0.0
5uwi_cleaned_519857_uff_E=221.98,-4.2,0.0,0.0
5uwi_cleaned_638278_uff_E=312.87,-4.1,0.0,0.0
5uwi_cleaned_2773624_uff_E=102.68,-2.8,0.0,0.0
5uwi_cleaned_5280343_uff_E=380.43,-4.7,0.0,0.0
5uwi_cleaned_5280443_uff_E=233.26,-4.3,0.0,0.0
5uwi_cleaned_5280445_uff_E=242.10,-4.4,0.0,0.0
5uwi_cleaned_5280459_uff_E=587.34,-5.0,0.0,0.0
5uwi_cleaned_5280863_uff_E=362.50,-4.4,0.0,0.0
5uwi_cleaned_5283361_uff_E=38.25,-2.9,0.0,0.0
5uwi_cleaned_6429300_uff_E=512.64,-4.1,0.0,0.0
5uwi_cleaned_6432005_uff_E=264.33,-4.4,0.0,0.0
5uwi_cleaned_6857447_uff_E=255.66,-3.9,0.0,0.0
5uwi_cleaned_10398656_uff_E=220.84,-4.3,0.0,0.0
5uwi_cleaned_12267346_uff_E=156.43,-4.1,0.0,0.0
5uwi_cleaned_12306047_uff_E=224.98,-4.4,0.0,0.0
5uwi_cleaned_54670067_uff_E=200.65,-3.1,0.0,0.0
5uwi_cleaned_101422334_uff_E=527.08,-4.2,0.0,0.0
5uwi_cleaned_91753440_uff_E=234.14,-4.6,0.0,0.0
5uwi_cleaned_135398658_uff_E=289.04,-4.8,0.0,0.0
5uwi_cleaned_4261_uff_E=349.41,-5.0,0.0,0.0
5uwi_cleaned_5311_uff_E=163.61,-3.6,0.0,0.0
5uwi_cleaned_104775_uff_E=39.87,-2.5,0.0,0.0
5uwi_cleaned_444732_uff_E=222.07,-4.2,0.0,0.0
5uwi_cleaned_5352062_uff_E=553.03,-4.8,0.0,0.0
5uwi_cleaned_5353852_uff_E=728.01,-4.9,0.0,0.0
5uwi_cleaned_6445533_uff_E=479.99,-4.2,0.0,0.0
5uwi_cleaned_6918638_uff_E=592.04,-5.0,0.0,0.0
5uwi_cleaned_6918837_uff_E=454.67,-4.2,0.0,0.0
5uwi_cleaned_9800555_uff_E=356.53,-5.4,0.0,0.0
5uwi_cleaned_12136798_uff_E=359.23,-5.3,0.0,0.0
